id_venta,id_cliente,id_vehiculo,id_vendedor,fecha_venta,precio_venta,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,precio_usd,precio_eur
187,192,1296,9,2026-05-19,308121.0,Toyota,Fortuner 2.8 4x2 AT [2016-2020],3090000,2017,52000,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,30900.0,26719.23
188,38,1989,15,2026-01-02,636347.0,Mercedes-Benz,GLA 200 d Style,2500000,2018,90000,Diesel,Automatic,Mumbai,Bronze,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0,25000.0,21617.5
189,161,843,9,2025-06-01,1699529.0,Honda,City V CVT Petrol [2017-2019],761000,2017,38000,Petrol,Automatic,Ahmedabad,Grey,Second,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,7610.0,6580.367
190,141,1505,12,2025-11-01,1432168.0,Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,725000,2021,45000,CNG,Manual,Ludhiana,Grey,First,Individual,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,60.0,7250.0,6269.075
191,199,1703,12,2025-02-14,1942803.0,Maruti Suzuki,Swift VXi,299000,2013,47000,Petrol,Manual,Kolkata,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,2990.0,2585.453
192,85,112,14,2025-04-21,2026671.0,Mercedes-Benz,E-Class E 250 CDI Avantgarde,2250000,2015,48000,Diesel,Automatic,Mumbai,White,First,Individual,2143 cc,204 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4879.0,1854.0,1474.0,5.0,80.0,22500.0,19455.75
193,1,634,6,2025-08-13,1785765.0,Volkswagen,Vento Trendline Diesel,360000,2012,80000,Diesel,Manual,Chandigarh,White,Second,Individual,,,,,,,,,,3600.0,3112.92
194,112,1952,1,2025-11-02,2438577.0,Maruti Suzuki,Ertiga VXI CNG,1025000,2019,42000,CNG,Manual,Delhi,Brown,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0,10250.0,8863.175000000001
195,171,661,11,2024-11-07,1952867.0,Maruti Suzuki,Baleno Delta 1.2,715000,2021,16000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,7150.0,6182.6050000000005
196,198,1769,5,2026-03-19,1279778.0,Mercedes-Benz,S-Class S 500,1875000,2011,72000,Petrol,Automatic,Mumbai,Silver,First,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5246.0,1899.0,1494.0,4.0,80.0,18750.0,16213.125
197,48,95,11,2025-04-27,615201.0,Mercedes-Benz,GLC 220 d Sport,3900000,2018,83400,Diesel,Automatic,Hyderabad,White,Second,Individual,,,,,,,,,,39000.0,33723.3
198,51,2018,4,2026-01-05,682754.0,Mahindra,Bolero Power Plus ZLX,770000,2019,27500,Diesel,Manual,Varanasi,White,First,Individual,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD,3995.0,1745.0,1880.0,7.0,,7700.0,6658.1900000000005
199,136,645,9,2025-07-15,1475240.0,Maruti Suzuki,Alto VXi,250000,2014,114000,Petrol,Manual,Aurangabad,White,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0,2500.0,2161.75
200,64,473,15,2025-01-16,1955934.0,Mercedes-Benz,GLE 300d 4MATIC LWB,9390000,2022,14000,Diesel,Automatic,Delhi,White,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924.0,2157.0,1772.0,5.0,93.0,93900.0,81195.33
201,155,470,5,2024-09-05,1454692.0,Hyundai,Eon 1.0 Kappa Magna AirBag,360000,2015,16205,Petrol,Manual,Pune,White,First,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515.0,1550.0,1510.0,5.0,32.0,3600.0,3112.92
202,174,2057,4,2025-03-23,1565362.0,Ford,Figo Duratec Petrol ZXI 1.2,240000,2013,73000,Petrol,Manual,Thane,Silver,First,Individual,1196 cc,70 bhp @ 6250 rpm,102 Nm @ 4000 rpm,FWD,3795.0,1680.0,1427.0,5.0,45.0,2400.0,2075.28
203,97,1981,9,2025-10-08,787905.0,Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],420000,2018,50000,Petrol,Manual,Bhubaneswar,White,UnRegistered Car,Individual,,,,,3655.0,1620.0,1675.0,5.0,32.0,4200.0,3631.7400000000002
204,133,1158,15,2025-07-23,1918091.0,Honda,City V,835000,2018,42855,Petrol,Manual,Pune,Brown,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,8350.0,7220.245
205,73,1075,10,2024-09-07,1893242.0,Hyundai,i20 Asta 1.2,299000,2011,30000,Petrol,Manual,Panvel,Blue,Third,Individual,,,,,,,,,,2990.0,2585.453
206,52,1930,4,2024-10-27,1491550.0,Maruti Suzuki,Alto 800 Lxi CNG,390000,2019,56000,CNG,Manual,Ahmedabad,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,3900.0,3372.33
207,54,1598,8,2025-12-19,1330966.0,Volvo,XC40 T4 R-Design,4400000,2020,16519,Petrol,Automatic,Mumbai,White,First,Corporate,1969 cc,187 bhp @ 5000 rpm,300 Nm @ 1300 rpm,FWD,4425.0,1863.0,1652.0,5.0,54.0,44000.0,38046.8
208,127,1975,3,2024-12-01,1510147.0,Maruti Suzuki,Ciaz VDi+ SHVS,650000,2017,92000,Diesel,Manual,Jalandhar,White,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,6500.0,5620.55
209,175,983,8,2025-10-24,453061.0,Honda,City V,850000,2018,52890,Petrol,Manual,Gurgaon,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,8500.0,7349.95
210,178,2054,1,2026-04-04,2334365.0,Maruti Suzuki,Ritz Vxi (ABS) BS-IV,245000,2014,79000,Petrol,Manual,Faridabad,White,Second,Individual,1197 cc,85 bhp @ 6000 rpm,113 Nm @ 4500 rpm,FWD,3775.0,1680.0,1620.0,5.0,43.0,2450.0,2118.515
211,86,1068,4,2025-06-20,743857.0,Skoda,Rapid Ambition 1.6 TDI CR MT,950000,2019,32809,Diesel,Manual,Coimbatore,Silver,First,Individual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0,9500.0,8214.65
212,11,721,4,2024-10-09,2438869.0,Hyundai,Grand i10 Asta 1.2 Kappa VTVT,495000,2017,47000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,4950.0,4280.265
213,167,1299,8,2024-08-15,1424449.0,BMW,X5 xDrive 30d Expedition,4800000,2017,35000,Diesel,Automatic,Delhi,Black,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,7.0,,48000.0,41505.6
214,145,1848,11,2026-02-20,1158454.0,Hyundai,Elite i20 Asta 1.4 CRDI,690000,2017,65000,Diesel,Manual,Ahmedabad,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,6900.0,5966.43
215,41,1995,11,2025-08-18,2242469.0,Maruti Suzuki,Alto 800 Std,180000,2014,48000,Petrol,Manual,Ranchi,Silver,Third,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,1800.0,1556.46
216,12,1827,9,2026-06-05,2349008.0,Mahindra,Quanto C8,240000,2013,51500,Diesel,Manual,Kolkata,Maroon,Second,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3985.0,1850.0,1880.0,7.0,55.0,2400.0,2075.28
217,186,736,9,2025-03-05,1607763.0,Toyota,Innova 2.5 VX 7 STR BS-III,1290000,2014,85000,Diesel,Manual,Bangalore,Silver,Second,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585.0,1760.0,1760.0,7.0,55.0,12900.0,11154.630000000001
218,89,625,1,2024-11-21,1364170.0,Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],525000,2019,50000,CNG,Manual,Delhi,Grey,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655.0,1620.0,1675.0,5.0,60.0,5250.0,4539.675
219,191,14,9,2024-08-10,1565461.0,Tata,Harrier XZ [2019-2020],1695000,2019,20856,Diesel,Manual,Bangalore,Orange,First,Individual,1956 cc,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0,16950.0,14656.665
220,14,237,6,2025-01-25,1353427.0,Toyota,Innova GX 2.4 AT 7 STR,2425000,2022,11000,Diesel,Automatic,Agra,Black,First,Individual,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0,24250.0,20968.975000000002
221,95,171,4,2024-09-15,433778.0,Hyundai,Elite i20 Asta 1.4 (O) CRDi,560000,2016,75210,Diesel,Manual,Ahmedabad,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0,5600.0,4842.32
222,119,1053,7,2024-06-27,1760395.0,Porsche,Macan Base [2019-2020],9000000,2019,27000,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984 cc,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,AWD,4696.0,1923.0,1624.0,5.0,65.0,90000.0,77823.0
223,8,1135,7,2024-12-06,1054282.0,Mahindra,Scorpio S11 2WD 7 STR,1251000,2018,120000,Diesel,Manual,Ranchi,Black,Second,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0,12510.0,10817.397
224,177,1167,9,2026-02-10,2338183.0,BMW,X4 xDrive30d M Sport X [2019-2020],6100000,2021,24500,Diesel,Automatic,Mumbai,Red,First,Corporate,2993 cc,260 bhp @ 4000 rpm,620 Nm @ 2000 rpm,AWD,4752.0,1918.0,1621.0,5.0,68.0,61000.0,52746.700000000004
225,95,1959,14,2025-07-23,509197.0,Nissan,Sunny XL,315000,2012,57000,Petrol,Manual,Amritsar,White,First,Individual,1498 cc,98 bhp @ 6000 rpm,134 Nm @ 4000 rpm,FWD,4425.0,1695.0,1505.0,5.0,41.0,3150.0,2723.8050000000003
226,62,1144,8,2024-10-31,2382313.0,Land Rover,Evoque HSE Dynamic,3600000,2018,45000,Diesel,Automatic,Delhi,Blue,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360.0,2120.0,1635.0,5.0,57.0,36000.0,31129.2
227,121,330,7,2024-08-19,1551469.0,Honda,WR-V S MT Petrol,625000,2017,23798,Petrol,Manual,Ahmedabad,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999.0,1734.0,1601.0,5.0,40.0,6250.0,5404.375
228,25,1997,5,2024-06-30,984632.0,Maruti Suzuki,Vitara Brezza VDi,860000,2018,33030,Diesel,Manual,Jaipur,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,8600.0,7436.42
229,104,284,3,2024-10-08,1482361.0,Toyota,Corolla Altis G AT Petrol,894999,2015,39780,Petrol,Automatic,Mumbai,White,First,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620.0,1775.0,1475.0,5.0,55.0,8949.99,7739.056353
230,83,1402,8,2024-12-15,1823374.0,Hyundai,Eon D-Lite +,250000,2014,25000,Petrol,Manual,Meerut,White,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0,2500.0,2161.75
231,41,135,5,2025-03-08,1095266.0,BMW,5-Series 520d Sedan,1490000,2013,195000,Diesel,Automatic,Hyderabad,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,,14900.0,12884.03
232,124,1129,6,2025-02-03,2470762.0,Mercedes-Benz,GLE 350 d,6150000,2018,18000,Diesel,Automatic,Chandigarh,Black,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0,61500.0,53179.05
233,110,1106,4,2025-05-10,2111104.0,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],240000,2013,64000,Petrol,Manual,Faizabad,White,First,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515.0,1500.0,1510.0,5.0,32.0,2400.0,2075.28
234,52,1409,6,2025-06-25,1543355.0,Hyundai,i10 Magna 1.2 Kappa2,270000,2012,41200,Petrol,Manual,Mumbai,Silver,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,2700.0,2334.69
235,67,1534,13,2026-01-08,1163787.0,Mercedes-Benz,E-Class 200,7050000,2022,1102,Petrol,Manual,Bangalore,Black,UnRegistered Car,Individual,,,,,,,,,,70500.0,60961.35
236,101,181,8,2026-05-02,1231070.0,BMW,5-Series 520d Sedan,1250000,2012,78000,Diesel,Automatic,Mohali,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,,12500.0,10808.75
237,49,1453,7,2026-04-11,513165.0,BMW,3-Series 320d Sport Line,2275000,2015,78362,Diesel,Automatic,Bangalore,Red,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624.0,2031.0,1429.0,5.0,60.0,22750.0,19671.925
238,147,467,4,2025-01-31,1954609.0,BMW,3-Series 320d Luxury Line,4390000,2020,23000,Diesel,Automatic,Mumbai,White,First,Corporate,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633.0,1811.0,1429.0,5.0,57.0,43900.0,37960.33
239,139,758,7,2024-08-08,2475441.0,MG,Gloster Sharp 6 STR 2.0 Twin Turbo 4WD,3950000,2021,40000,Diesel,Automatic,Delhi,Silver,First,Individual,1996 cc,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD,4985.0,1926.0,1867.0,6.0,75.0,39500.0,34155.65
240,2,1817,15,2024-10-22,730205.0,Mercedes-Benz,A-Class Sedan 200,4150000,2021,6000,Petrol,Automatic,Delhi,White,First,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0,41500.0,35885.05
241,30,47,3,2025-02-09,346721.0,Maruti Suzuki,Baleno Delta 1.2,605000,2019,27469,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,6050.0,5231.435
242,90,93,4,2024-06-13,470214.0,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],669000,2016,70000,Diesel,Manual,Mohali,Grey,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,6690.0,5784.843
243,47,1551,12,2025-12-14,1174547.0,Mercedes-Benz,E-Class E200 CGI Blue Efficiency,1650000,2014,53089,Petrol,Automatic,Navi Mumbai,Silver,Second,Individual,1796 cc,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,4868.0,1854.0,1470.0,5.0,80.0,16500.0,14267.550000000001
244,141,1505,3,2024-09-09,1573500.0,Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,725000,2021,45000,CNG,Manual,Ludhiana,Grey,First,Individual,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,60.0,7250.0,6269.075
245,159,2012,9,2024-12-19,948332.0,Datsun,Redigo T(O) 1.0,250000,2018,25000,Petrol,Manual,Kolkata,Grey,Second,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3429.0,1560.0,1541.0,5.0,28.0,2500.0,2161.75
246,164,1513,3,2025-04-01,1128934.0,Hyundai,i10 Magna 1.2 Kappa2,250000,2011,53000,Petrol,Manual,Kanpur,White,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,2500.0,2161.75
247,52,586,9,2024-10-09,818417.0,Renault,Duster 110 PS RXZ 4X2 AMT Diesel,690000,2016,35000,Diesel,Automatic,Delhi,Grey,Second,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,6900.0,5966.43
248,135,356,9,2025-01-05,1223863.0,BMW,5-Series 520d M Sport,3300000,2017,41296,Diesel,Automatic,Mumbai,Blue,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0,33000.0,28535.100000000002
249,13,1235,11,2026-01-21,1125665.0,Maruti Suzuki,Baleno Delta 1.3,575000,2016,62000,Diesel,Manual,Ludhiana,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,5750.0,4972.025000000001
250,8,585,4,2025-10-03,1132584.0,Ford,Endeavour Titanium Plus 3.2 4x4 AT,3250000,2019,34000,Diesel,Automatic,Chennai,White,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4903.0,1869.0,1837.0,7.0,80.0,32500.0,28102.75
251,115,943,2,2025-03-22,1424842.0,Tata,Safari 2.2 VX 4x2,740000,2015,155000,Diesel,Manual,Hyderabad,Black,First,Individual,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4655.0,1965.0,1922.0,7.0,55.0,7400.0,6398.78
252,79,160,11,2026-05-25,2022350.0,Hyundai,Xcent S 1.2 (O),490000,2015,23103,Petrol,Manual,Udupi,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0,4900.0,4237.03
253,10,1752,8,2024-08-09,1261059.0,Hyundai,Elantra 2.0 SX (O) AT,1465000,2019,22000,Petrol,Automatic,Mumbai,Silver,Second,Individual,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4570.0,1800.0,1465.0,5.0,50.0,14650.0,12667.855
254,142,1980,3,2024-07-28,456691.0,BMW,X5 xDrive 30d M Sport,5500000,2017,68690,Diesel,Automatic,Hyderabad,Blue,First,Corporate,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,,55000.0,47558.5
255,26,209,4,2026-05-17,740733.0,Skoda,Rapid Style AT,1125000,2020,46807,Petrol,Automatic,Bangalore,Red,First,Individual,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,4413.0,1699.0,1466.0,5.0,55.0,11250.0,9727.875
256,79,1246,10,2026-03-16,941356.0,Maruti Suzuki,Wagon R LXI ABS,425000,2018,18000,Petrol,Manual,Delhi,Grey,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,4250.0,3674.975
257,30,1624,6,2024-10-21,629554.0,Maruti Suzuki,Ertiga ZXi Plus,1225000,2021,23000,Petrol,Manual,Bangalore,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395.0,1735.0,1690.0,7.0,45.0,12250.0,10592.575
258,9,1517,4,2025-12-04,845575.0,Honda,City VX,790000,2016,63088,Petrol,Manual,Jaipur,White,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,7900.0,6831.13
259,176,1829,2,2025-03-18,1873718.0,Renault,Kwid RXT [2015-2019],419000,2017,23700,Petrol,Manual,Mysore,Bronze,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,4190.0,3623.0930000000003
260,188,488,5,2025-06-06,1439602.0,Maruti Suzuki,Zen LXi BS-II,71001,2004,65082,Petrol,Manual,Kolkata,Yellow,First,Individual,,,,,,,,,,710.01,613.945647
261,2,190,5,2025-01-12,1672906.0,Maruti Suzuki,Swift VDi BS-IV,295000,2011,87230,Diesel,Manual,Hyderabad,Silver,First,Individual,1248 cc,75@4000,190@2000,FWD,3760.0,1690.0,1530.0,5.0,43.0,2950.0,2550.8650000000002
262,165,1399,12,2025-03-09,557730.0,BMW,5-Series 530d M Sport [2013-2017],4900000,2018,38000,Diesel,Automatic,Ahmedabad,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0,49000.0,42370.3
263,41,58,7,2025-02-18,2288242.0,Jeep,Compass Limited Plus 2.0 Diesel 4x4 AT,2475000,2020,11293,Diesel,Automatic,Mumbai,White,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395.0,1818.0,1640.0,5.0,60.0,24750.0,21401.325
264,18,1607,12,2025-05-08,621568.0,Honda,City VX CVT,690000,2015,59000,Petrol,Automatic,Faridabad,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,6900.0,5966.43
265,52,226,3,2024-10-19,969481.0,Maruti Suzuki,Ritz Vdi BS-IV,275000,2011,65000,Diesel,Manual,Mumbai,Silver,First,Individual,1248 cc,75@4000,190@2000,,3715.0,1680.0,1620.0,5.0,43.0,2750.0,2377.925
266,172,335,12,2025-10-08,751932.0,BMW,5-Series 520d Sedan,1400000,2013,121000,Diesel,Automatic,Kanpur,Blue,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,,14000.0,12105.800000000001
267,110,1510,10,2025-09-10,1083296.0,Mahindra,XUV500 W8 AWD,810000,2012,47531,Diesel,Manual,Bangalore,White,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,AWD,4585.0,1890.0,1785.0,7.0,70.0,8100.0,7004.070000000001
268,105,801,13,2025-10-20,1323539.0,Skoda,Octavia 1.8 TSI Ambition Plus AT,1685000,2017,28600,Petrol,Automatic,Mumbai,Grey,First,Individual,1798 cc,177 bhp @ 4500 rpm,250 Nm @ 1250 rpm,FWD,4659.0,1814.0,1476.0,5.0,50.0,16850.0,14570.195
269,19,1631,5,2026-01-22,1291178.0,Renault,Kwid RXT [2015-2019],434999,2019,32000,Petrol,Manual,Mysore,Grey,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,4349.99,3761.436353
270,176,1132,12,2024-09-09,1980831.0,Toyota,Yaris V CVT,1090000,2019,40900,Petrol,Automatic,Pune,Red,First,Corporate,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,FWD,4425.0,1730.0,1495.0,5.0,42.0,10900.0,9425.23
271,199,556,6,2025-09-14,1717153.0,Audi,Q3 2.0 TDI quattro Premium Plus,1513000,2015,79000,Diesel,Automatic,Ahmedabad,Blue,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0,15130.0,13082.911
272,44,404,11,2026-01-26,901875.0,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],500000,2017,32000,Petrol,Automatic,Chennai,Orange,Second,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3715.0,1635.0,1565.0,5.0,35.0,5000.0,4323.5
273,157,2057,6,2025-06-05,1674758.0,Ford,Figo Duratec Petrol ZXI 1.2,240000,2013,73000,Petrol,Manual,Thane,Silver,First,Individual,1196 cc,70 bhp @ 6250 rpm,102 Nm @ 4000 rpm,FWD,3795.0,1680.0,1427.0,5.0,45.0,2400.0,2075.28
274,91,554,14,2024-10-09,1726394.0,MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,3500000,2021,7900,Diesel,Automatic,Hyderabad,Black,First,Individual,1996 cc,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD,4985.0,1926.0,1867.0,6.0,75.0,35000.0,30264.5
275,95,1727,15,2024-09-03,1607197.0,Maruti Suzuki,Celerio ZXi AMT [2019-2020],630000,2019,20734,Petrol,Automatic,Udupi,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0,6300.0,5447.610000000001
276,162,191,9,2026-02-13,1677373.0,Maruti Suzuki,Swift ZDi,495000,2017,38258,Diesel,Manual,Varanasi,White,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0,4950.0,4280.265
277,54,117,12,2025-06-15,2026642.0,Maruti Suzuki,Ertiga VDi,425000,2012,78000,Diesel,Manual,Jalandhar,White,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0,4250.0,3674.975
278,182,922,14,2025-08-06,965062.0,Hyundai,i10 Magna 1.1 LPG,225000,2014,47721,LPG,Manual,Patna,Red,First,Individual,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,2250.0,1945.575
279,131,1225,5,2025-12-02,1054067.0,Maruti Suzuki,Wagon R LXI CNG,375000,2015,64000,CNG,Manual,Mumbai,Silver,First,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,3750.0,3242.625
280,109,2002,5,2025-01-27,525971.0,Jeep,Compass Limited 2.0 Diesel [2017-2020],1250000,2018,90000,Diesel,Manual,Ludhiana,Silver,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0,12500.0,10808.75
